form	lemma	POS	morph
སྟ་	སྟ་	OTHER
བརླབས་པ་	བརླབས་པ་	VERB
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རྒྱས་པ་	རྒྱས་པ་	VERB
ས་	གིས་	PART
ན་	ལ་	PART
།		PUNCT
འདྲེན་པ་	འདྲེན་པ་	VERB
མཉམ་མེད་	མཉམ་མེད་	ADJ
སོ་	གོ་	PART
།		PUNCT
ག་	ག་	PRON
ས་	གིས་	PART
།		PUNCT
ལམ་	གམ་	PART
མཆོདག་		NON_WORD
སྒོ་	སྒོ་	NOUN
འབྱེད་	འབྱེད་	VERB
ལྟ་	ལྟ་	OTHER
རང་	རང་	PRON
གིས་	གིས་	PART
ལམ་	གམ་	PART
ཁྲིད་	ཁྲིད་	VERB
ཐོབ་པ་	ཐོབ་པ་	VERB
འི་	གི་	PART
བརྒྱུད་པ་	བརྒྱུད་པ་	VERB
ལྟ་	ལྟ་	OTHER
རྩབའི་		NON_WORD
བླ་མ་	བླ་མ་	NOUN
ལ་	ལ་	PART
ཐུག་	ཐུག་	VERB
གི་	གི་	PART
བ་	བ་	NOUN
གྱི་	གི་	PART
གསོལ་འདེབས་	གསོལ་འདེབས་	NOUN
དལ་བུ་	དལ་བུ་	NOUN
ས་	གིས་	PART
བརྗོད་	བརྗོད་	VERB
།		PUNCT
བསྡུ་	བསྡུ་	VERB
ན་	ལ་	PART
།		PUNCT
ཕུན་	ཕུན་	NO_POS
མཱརྒགས་		NON_WORD
དགེ་ལེགས་	དགེ་ལེགས་	OTHER
བྱེ་	བྱེ་	NOUN
བ་	བ་	ADP
བསྐྲུན་པ་	བསྐྲུན་པ་	VERB
འི་	གི་	PART
སྐུ་	སྐུ་	NOUN
། །		PUNCT
མཐའ་	མཐའ་	NOUN
ཡ་		
འཝ་		NON_WORD
།་		PUNCT
བ་	བ་	X
འི་	གི་	PART
རེ་བ་	རེ་བ་	VERB
འེ་		NON_WORD
།		PUNCT
ང་བ་	ང་བ་	PRON
འི་	གི་	PART
གསུང་	གསུང་	VERB
། །		PUNCT
མ་	མ་	PART
ལུས་ཤེས་	ལུས་ཤེས་	NO_POS
བྱ་	བྱ་	VERB
ཇི་བཞིན་	ཇི་བཞིན་	OTHER
གཟིགས་པ་	གཟིགས་པ་	VERB
འི་	གི་	PART
ཐུགས་	ཐུགས་	NOUN
།།		PUNCT
ཤཱཀྱའི་		NON_WORD
ག་ལ་	ག་ལ་	NO_POS
ག་	ག་	PRON
		
ལ་བ་	ལ་བ་	NOUN
འདེབས་	འདེབས་	VERB
། །		PUNCT
བྱམས་པ་	བྱམས་པ་	PROPN
		
ག་	ག་	PRON
ས་	གིས་	PART
མེད་	མེད་	VERB
དབྱིག་གཉེན་	དབྱིག་གཉེན་	PROPN
རྣམ་གྲོལ་	རྣམ་གྲོལ་	NOUN
སྡེ་	སྡེ་	NOUN
། །		PUNCT
མཆོག་	མཆོག་	ADJ
སྡེ་	སྡེ་	NOUN
དུལ་བ་	དུལ་བ་	VERB
འི་	གི་	PART
སྡེ་	སྡེ་	NOUN
དང་	དང་	NO_POS
གྲགས་པ་	གྲགས་པ་	VERB
འི་	གི་	PART
དཔལ་	དཔལ་	OTHER
། །		PUNCT
སེང་	སེང་	NOUN
བཟང་	བཟང་	VERB
ཀུ་	ཀུ་	NO_POS
ས་	ས་	ADP
ལི་	ལི་	OTHER
གཉིས་	གཉིས་	NUM
གསེར་	གསེར་	NOUN
གླིང་པ་	གླིང་པ་	NOUN
། །		PUNCT
རྒྱ་	རྒྱ་	NOUN
ཆེན་	ཆེན་	NO_POS
ཁྱོདད་པ་	ཁྱོདད་པ་	NON_WORD
འི་	གི་	PART
བརྒྱུད་	བརྒྱུད་	NO_POS
ལ་	ལ་	PART
གསྐུ་		NON_WORD
ལ་བ་	ལ་བ་	NOUN
འདེབས་	འདེབས་	VERB
། །		PUNCT
འཇམ་དབྱངས་	འཇམ་དབྱངས་	PROPN
		
ཡོད་མེད་	ཡོད་མེད་	ADJ
ཕྱོགས་	ཕྱོགས་	NOUN
འཇིག་	འཇིག་	VERB
ཀླུ་སྒྲུབ་	ཀླུ་སྒྲུབ་	PROPN
དང་	དང་	NO_POS
། །		PUNCT
ཟླ་བ་	ཟླ་བ་	NOUN
གྲགས་པ་	གྲགས་པ་	VERB
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
ཁུ་བྱུག་	ཁུ་བྱུག་	OTHER
ཆེ་	ཆེ་	VERB
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
དབོཁེངས་		NON_WORD
ལྷ་	ལྷ་	NOUN
།		PUNCT
ང་	ང་	PRON
འཕགས་པ་	འཕགས་པ་	VERB
ཡབ་	ཡབ་	NOUN
སྲ་	སྲ་	NOUN
སོགས་	སོགས་	DET
། །		PUNCT
ཟབ་	ཟབ་	VERB
སྣུ་		NON_WORD
།་		PUNCT
ལྟ་བ་	ལྟ་བ་	VERB
འི་	གི་	PART
བརྒྱུད་	བརྒྱུད་	NO_POS
ལ་	ལ་	PART
གལྷ་		NON_WORD
།		PUNCT
ལ་བ་	ལ་བ་	NOUN
འདེབས་	འདེབས་	VERB
། །		PUNCT
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
བདེ་གཤེགས་	བདེ་གཤེགས་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འཆང་	འཆང་	NO_POS
། །		PUNCT
མཆོག་ཟུང་	མཆོག་ཟུང་	NOUN
ཏི་ལོ་པ་	ཏི་ལོ་པ་	PROPN
དང་	དང་	NO_POS
ནཱ་	ནཱ་	NO_POS
རོ་པ་	རོ་པ་	NOUN
། །		PUNCT
དཔལ་	དཔལ་	OTHER
མཆོག་	མཆོག་	ADJ
ཁོམ་	ཁོམ་	VERB
ལྷ་བ་	ལྷ་བ་	VERB
དངས་		NON_WORD
ཏི་	ཏི་	NO_POS
ཤ་	ཤ་	NOUN
།		PUNCT
ཉམས་ལེན་	ཉམས་ལེན་	NOUN
བྱིན་རླབས་	བྱིན་རླབས་	NOUN
བརྒྱུད་	བརྒྱུད་	NO_POS
ལ་	ལ་	PART
གསྐུ་		NON_WORD
།		PUNCT
ལ་བ་	ལ་བ་	NOUN
འདེབས་	འདེབས་	VERB
། །		PUNCT
བཤད་སྒྲུབ་	བཤད་སྒྲུབ་	NOUN
གདམས་པ་	གདམས་པ་	VERB
འི་	གི་	PART
མསྣུ་		NON_WORD
ག་	ག་	PRON
མངའཨ་		NON_WORD
ཏི་	ཏི་	NO_POS
ཤ་	ཤ་	NOUN
།		PUNCT
བཀའ་	བཀའ་	NOUN
གདམས་	གདམས་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
མེས་པོ་	མེས་པོ་	NOUN
འབྲོམ་	འབྲོམ་	PROPN
སྟོན་	སྟོན་	VERB
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
རྣམ་	རྣམ་	NOUN
བཞི་	བཞི་	NUM
སྐུ་མཆེད་	སྐུ་མཆེད་	NOUN
གསུམ་	གསུམ་	NUM
ལ་	ལ་	PART
		
གེས་		NON_WORD
། །		PUNCT
བཀའ་	བཀའ་	NOUN
གམས་		NON_WORD
བླ་མ་	བླ་མ་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
གསྐུལེ་བ་	གསྐུལེ་བ་	NON_WORD
འདེབས་	འདེབས་	VERB
། །		PUNCT
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
ཀུན་ད་	ཀུན་ད་	OTHER
		
༄		PUNCT
ས་	ས་	ADP
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
ཐེ་	ཐེ་	NO_POS
ང་	ང་	PRON
ཁ་པ་	ཁ་པ་	OTHER
། །		PUNCT
རྒྱལ་ཚབ་	རྒྱལ་ཚབ་	NOUN
དམ་པ་	དམ་པ་	VERB
མཁས་གྲུབ་	མཁས་གྲུབ་	NOUN
དགེ་ལེགས་	དགེ་ལེགས་	OTHER
དཔལ་	དཔལ་	OTHER
། །		PUNCT
འཇམ་དཔལ་	འཇམ་དཔལ་	PROPN
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ཤེས་རབ་	ཤེས་རབ་	NOUN
སེངྒེ་		NON_WORD
སོགས་	སོགས་	DET
། །		PUNCT
བརྒྱུད་པ་	བརྒྱུད་པ་	VERB
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རྣམས་	རྣམས་	DET
ལགསྐུ་		NON_WORD
།		PUNCT
ལ་བ་	ལ་བ་	NOUN
འདེབས་	འདེབས་	VERB
། །		PUNCT
སྐྱབས་གསུམ་	སྐྱབས་གསུམ་	OTHER
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
བླ་	བླ་	NOUN
མམོ་		NON_WORD
། །		PUNCT
དྲིན་ཅན་	དྲིན་ཅན་	ADJ
བླ་མ་	བླ་མ་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
གལྷ་		NON_WORD
།		PUNCT
ལ་བ་	ལ་བ་	NOUN
འདེབས་	འདེབས་	VERB
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
ཚིག་རྐང་	ཚིག་རྐང་	OTHER
ཐ་མ་	ཐ་མ་	ADJ
ལན་	ལན་	NOUN
གཉིས་	གཉིས་	NUM
རེ་	རེ་	DET
བརྩོད་པ་	བརྩོད་པ་	NON_WORD
ས་	གིས་	PART
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
བླ་མ་	བླ་མ་	NOUN
དེ་དག་	དེ་དག་	OTHER
གི་	གི་	PART
སྐུ་	སྐུ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
འི་	གི་	PART
རྒྱུན་	རྒྱུན་	NOUN
བབས་པ་	བབས་པ་	VERB
ས་	གིས་	PART
ཟབ་	ཟབ་	VERB
རྒྱ་	རྒྱ་	VERB
ཀྱི་	གི་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
སྐྱེ་བ་	སྐྱེ་བ་	VERB
འི་	གི་	PART
གེགས་བྱེད་	གེགས་བྱེད་	NO_POS
སྦྱངས་	སྦྱངས་	VERB
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
རང་	རང་	PRON
འདྲ་	འདྲ་	VERB
གཉིས་པ་	གཉིས་པ་	NUM
ཆད་	ཆད་	VERB
དེ་	སྟེ་	PART
ཐིམ་པ་	ཐིམ་པ་	VERB
ས་	གིས་	PART
དོགས་པ་	དོགས་པ་	VERB
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབས་པ་	བརླབས་པ་	VERB
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
གཞི་	གཞི་	NOUN
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
མ་	མ་	PART
ཡང་	ཀྱང་	PART
ཚིག་རྐང་	ཚིག་རྐང་	OTHER
ཐ་མ་	ཐ་མ་	ADJ
ལན་	ལན་	NOUN
གཉིས་	གཉིས་	NUM
རེ་	རེ་	DET
བདུད་	བདུད་	NOUN
མིའབེབས་		NON_WORD
སྦྱང་	སྦྱང་	VERB
གི་	གི་	PART
དམིགས་པ་	དམིགས་པ་	VERB
དང་	དང་	NO_POS
བཅའ་	བཅའ་	VERB
བརྗོད་	བརྗོད་	VERB
།		PUNCT
དེ་ཙམ་	དེ་ཙམ་	NO_POS
གྱི་	གི་	PART
ལོང་	ལོང་	VERB
མེད་	མེད་	VERB
		
ན་	ལ་	PART
གོང་	གོང་	NOUN
གི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
གསོལ་འདེབས་	གསོལ་འདེབས་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
འཕྲོ་	འཕྲོ་	NOUN
ར་	ལ་	PART
།		PUNCT
བཤེས་གཉེན་	བཤེས་གཉེན་	NOUN
ལ་མ་	ལ་མ་	NO_POS
གུས་པ་	གུས་པ་	VERB
ན་	ནས་	PART
བཟུང་	བཟུང་	NO_POS
ཞེ་	ཅེས་	PART
སོགསདོན་		NON_WORD
ཆེན་	ཆེན་	NO_POS
པོགསུམ་		NON_WORD
གྱི་	གི་	PART
གསོལ་འདེབས་	གསོལ་འདེབས་	NOUN
ལན་	ལན་	NOUN
གསུཤཱསྦྱིས་		NON_WORD
དྲག་	དྲག་	VERB
ཏུ་	ལ་	PART
།།		PUNCT
བྱེ་	བྱེ་	NOUN
ན་	ནས་	PART
།		PUNCT
ཚོགསཀྱིཞི་		NON_WORD
		
རྣམས་	རྣམས་	DET
རིམ་བཞིན་	རིམ་བཞིན་	NO_POS
ག་	ག་	PRON
ར་	ར་	ADP
ཐིལྷའི་		NON_WORD
།།་་		PUNCT
འཆང་	འཆང་	NO_POS
དབང་	དབང་	NOUN
ཐུབ་པ་	ཐུབ་པ་	VERB
ཐུགས་	ཐུགས་	NOUN
ཡི་	ཡི་	ADP
ར་	ལ་	PART
ཐིམ་	ཐིམ་	NO_POS
།།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
སྤྱི་	སྤྱི་	DET
མབའི་		NON_WORD
བླ་མ་	བླ་མ་	NOUN
ལ་	ལ་	PART
།་།		PUNCT
ཐིམ་པ་	ཐིམ་པ་	VERB
ས་	གིས་	PART
བླ་མ་	བླ་མ་	NOUN
ཐུབ་དབང་	ཐུབ་དབང་	NOUN
རྡོ་	རྡོ་	NOUN
རྡོ་	རྡོ་	NOUN
།		PUNCT
ཆང་	ཆང་	NOUN
།།		PUNCT
སེམསྡུ་		NON_WORD
།།		PUNCT
འ་		NON_WORD
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
ལྷག་	ལྷག་	NOUN
ཉིད་	ཉིད་	DET
སྣ་	སྣ་	NOUN
རྨྱེ་		NON_WORD
གྱུར་	གྱུར་	VERB
།།		PUNCT
གསུ༷སྡུ་		NON_WORD
།		PUNCT
ས་པ་	ས་པ་	NOUN
ས་	ས་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ངྒི་		NON_WORD
།		PUNCT
༵་		NON_WORD
། ་		PUNCT
ཆོགས་	ཆོགས་	NOUN
སྣ་	སྣ་	NOUN
འསྤྱུ་		NON_WORD
ད་	ད་	ADV
ལྟུང་	ལྟུང་	VERB
མ་	མ་	PART
ཡུརྙི་		NON_WORD
བཤགས་	བཤགས་	NO_POS
།།		PUNCT
དལ་	དལ་	NOUN
།		PUNCT
ང་	ང་	PRON
ས་	ས་	ADP
འར་		NON_WORD
བར་བར་	བར་བར་	NO_POS
བསྐུལ་	བསྐུལ་	VERB
།།		PUNCT
ད་མཐ་	ད་མཐའ་	NO_POS
ར་	ལ་	PART
བཞུགས་	བཞུགས་	VERB
གལ་	གལ་	ADV
དགོཚོགས་		NON_WORD
བྱང་	བྱང་	NOUN
རྙོ་		NON_WORD
བཐོས་		NON_WORD
མ་	མ་	OTHER
མཎྜལ་		NON_WORD
ཙོ་	ཙོ་	NO_POS
།		PUNCT
སྐྱབཞིའི་		NON_WORD
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཅུ་	ཅུ་	NUM
སོགས་	སོགས་	DET
སྣོ་	སྣོ་	NO_POS
མསགསོལ་		NON_WORD
སློ་	སློ་	NO_POS
རྒྱ་	རྒྱ་	VERB
ཚོམ་	ཚོམ་	NO_POS
།		PUNCT
བསྣརྙི་		NON_WORD
།		PUNCT
སྐྱབས་	སྐྱབས་	NOUN
གན་	གན་	NOUN
།།་།		PUNCT
ནའཇེསབླ་		NON_WORD
མ་	མ་	PART
ལྷག་པ་	ལྷག་པ་	VERB
ལྷ་	ལྷ་	NOUN
།།		PUNCT
ཐུབ་དབང་	ཐུབ་དབང་	NOUN
འཆང་	འཆང་	NO_POS
ལ་ག་བ་	ལ་ག་བ་	NO_POS
འབ་	འབའ་	DET
ས་	གིས་	PART
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
ལནགསུམ་		NON_WORD
བདུན་	བདུན་	NUM
སོགས་	སོགས་	DET
ཙིའགྲུབ་		NON_WORD
བརྩོད་		NON_WORD
།		PUNCT
ཐུན་	ཐུན་	NOUN
དེ་	སྟེ་	PART
ལ་	ལ་	PART
བཤེསགཉེན་		NON_WORD
བརྶཱ་		NON_WORD
ཚུལ་	ཚུལ་	NOUN
གྱིདམིགས་		NON_WORD
སྐོརགཙོབོར་		NON_WORD
སྐྱོངགཡིན་		NON_WORD
ན་	ལ་	PART
།་		PUNCT
བཤེས་གཉེན་	བཤེས་གཉེན་	NOUN
བསྟེན་པ་	བསྟེན་པ་	VERB
འི་	གི་	PART
ཕན་ཡོན་	ཕན་ཡོན་	NOUN
དང་	དང་	NO_POS
མ་	མ་	PART
བསྟེན་པ་	བསྟེན་པ་	VERB
འི་	གི་	PART
ཉེས་དམིགས་	ཉེས་དམིགས་	NOUN
རྣམས་	རྣམས་	DET
བསམ་	བསམ་	NOUN
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་	སྟེ་	PART
དང་	དང་	NO_POS
མཐུན་པ་	མཐུན་པ་	VERB
འི་	གི་	PART
གསོལ་འདེབས་	གསོལ་འདེབས་	NOUN
བདེ་	བདེ་	VERB
ལམ་	གམ་	PART
ནསཿ་		NON_WORD
ང་	ང་	PRON
བལྟ་	བལྟ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ལ་	ལ་	PART
།		PUNCT
ཐུནབཁིགལསམ་		NON_WORD
ང་	ང་	OTHER
རྫོགས་	རྫོགས་	VERB
ཀྲིཏམིགས་		NON_WORD
རིམསཐར་		NON_WORD
ཆསྣ་		NON_WORD
སུ་	ལ་	PART
སྐྱོ༷་		NON_WORD
བཡིན་		NON_WORD
ན་	ལ་	PART
།		PUNCT
བཝགདངམ་		NON_WORD
སེམས་	སེམས་	NOUN
ན་	ལ་	PART
།་		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
འར་		NON_WORD
བ་	བ་	NOUN
སྐྱ་	སྐྱ་	OTHER
ན་	ནས་	PART
ཡུན་	ཡུན་	NOUN
ང་	ང་	PRON
ལ་	ལ་	PART
ཤུགས་དྲག་པ་	ཤུགས་དྲག་པ་	NO_POS
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
		
ཀྵིཾཚོགས་པ་	ཀྵིཾཚོགས་པ་	NON_WORD
ཞིག་	ཅིག་	PART
མྱོང་བ་	མྱོང་བ་	VERB
འདི་	འདི་	DET
།		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ལམ་	གམ་	PART
གྱི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
འི་	གི་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ཚུལ་བཞིན་	ཚུལ་བཞིན་	NOUN
